username,comment,link_video,publish_date,like_count,view_count
@agustinatrihandayani2364,"Bisa kok, aku jg SD umur 4 tahun, lulus SMK masih 16 tahun",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@filjasundari5958,trending 1 woy,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@adityaramadhan1193,Langka banget sih iniii,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@SyarifahNurviaF.A,WKWKWKWKWKWK NEXT SAMAA VIDI NYAA LANGSUNGGG PLS,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@O-jek-q5t,"kalau benar gk boleh main kepodhub karena kak vidi melarang gw sumpahin lu kak vidi sehat selalu&tuhan angkat seluruh penyakitnya,zekinya berlimpah,dijauhkan dari segala masalah&problem kehidupan,panjang umur&keluarga terus di berkahi kasih sayang tuhan di setiap waktu",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@AbdulRahman-mg1ov,"34:38 - 34-40 ekspresi nya kak sheila pas nyimak bang densu lagi ngomong, ternyata bener bidadari itu emg nyata ya",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@cieprutndaslanky,Peperangan di mulai,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@keluarganedariman,"Soal bersin vidi hahah emang bener bernada, pas di podhub bintang tamu jirayut DJ Katty dia bersin persis gt nadanya",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@AsmitaSariAsis,Yeeee,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@vanyacvp9036,"Goxxxx trending 2 
Om dedddd ga ngundang apaa??",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@greenaisyah5647,"bisa kok bang,,,adekku kelahiran 2006 sd  umur 5setegah tahun",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@ramarama5859,PARRAAAAAH SHELA DARA BISA KE SII GA BISA KE PODHUB PAARRRAAAAAHHHHH SIIIHHHH,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@sofiesulaiman8597,"Densu, bawa Agam Rinjani ke podcast dong......",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@finaandes4696,Aku suka sheila dara sejak nonton pilem teka teki tika,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@aerene445,Kalo kata ripso mantep ini.,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@zahramm2589,trending 1,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@asepkomering2712,"ini bidadari satu yaa, ditunggu-tunggu di podhub nongolnya disini,tapi sama aja dah ,yang penting Sheila nya",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@Mutiaradewii20,"pertama tau sheila dara di film marmut merah jambu jadi Ketua osiss  

Pas nonton podhub ada vidi ternyata istrinya sheila dara itu yg kaget wkwkw",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@ElizabethLewis-k5p,"Gak ada tandingannya, 헔헟험헫헜헦ퟭퟳ emang juara!",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@BíchVân-e8o,Sambil makan core masa ga mampir di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 aree are,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@068_NiKadekIntanSuniari,yeayy,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@Wiya-t6j,gak nyangka kosakata sheiladara banyak bgt di podcast densu,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@Tinaagustin97,"Anak aku 2,5th dah bisa bacaaa
tapi para emak2 tetangga saya jadi berbondong2 masukin anaknya Bimba, biar bisa Baca juga. tapi mreka lupa bahwa anak2 kemampuan blajarnya beda2  sedangkan anak saya cukup saya ajarin baca sendiri dirumah.. skrg uda mau 5tahun blm saya skolahin uda bisa Calistung",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@royberli2331,Kenal kak Shella Dara dari breakdown di net tv,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@RizkiAmelia-y6z,"Aq juga masuk sd umur 5th bang densu, 17 th aq dah kuliah tingkatv1",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@liez7274,"Sepengetahuan aku yaa, maaf klo salah  
Pemeran perempuan, namanya aktris
Pemeran pria, namanya aktor
Penyanyi perempuan/pria, namanya artis",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@nyinaanjada3564,"om DENY SUMARGO. TOLONG 
ADA INDIKASI KORUPSI PAJAK .... didaerah KALTIM.. bantu di cari tau undang orng kepemerintahan dong pliseee",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@lindajo9946,Mantap ko yandi,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@RusliGunawan-v4r,Pertama tau sheila tampil jadi VJ MTV INDONESIA kalo gak salah seangkatan boy william,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@senja_kelana2103,Ga expect vidi sekarang gitu ka vidi sehat teruss semoga lekas pulih,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@mumunmay406,Ko densu tolong undang kk ubuh dong pasti seru,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@oktavinawu,ngakak banget lagi ada Vidi,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@dilizone1728,Ohhh paham sekarang..kak Vidi gak mau Sheila podcast karena takut klo Host nya bakal tatap tatapan sama Sheila takut klo Sheila di liatin sama host nya.. Soalnya kak Sheila cantik natural apa adanya  ciyee kak Vidi Protective amat sama Istri (Keliatan kok sesayang itu kak Vidi sm istrinya),https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@CarmeliaRahman,Iya ..aku juga SD di usia 5tahun,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@Vanuz23,Bang tlong undang Agam yg evakuasi korban di gunung rinjani,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@sariyuni-qp4be,Bakal dibahas nih nnt dipodhub   hhh siap2 vidi dibuly om ded nnt kwkwk,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@marlinatandi5047,Berikutnya undang  Agam rinjani donk bang Densu,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@SyarifahNurviaF.A,"IHH PECAAAHH, SHEILLLAAA!!!",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@BundaNayaStory,hadir min,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@syaifulanwar5096,Ok kak,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@farydrieru,tau sheila difilm sabtu bersama bapak bareng deva wktu itu partnernya,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@MayaHannisa,Cuan deras tiada henti bareng UNO138,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@NataliaZha,Pengennya liat k Vidi sma k Sheila di podhub,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@anitadachlan1736,"Bener kok, aku jg begitu. Tp aku 5 tahun 2 bulan SDnya",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@GeloraJomblo,"Duhhhh ga nyangka, sedih bangett 🅼🅽🅶🅺🅺4🅳",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@muhammadrasya2314,"Ga terasa series Sore udah 8 tahun yg lalu ya, kyk baru kemaren",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@naya1490,"wkwkwwk selamat banggg, terlihat bang denny berusaha kerasss ngajak ngomg teruss...lucu beudd",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@cay8607,Sheila mirip hannah bahng  cakepppp euyy,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@nurulnadirahdiah,Bisa bang Den ... Saya lulus SMA juga usia 15sekian ... Tk usia 4thn sekian ...,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@indriayupratiwi9388,"aku juga nonton sore di 2014, baru mau nikah 🥹 sekarang udah pernikahan tahun ke 9 🥹",https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@angelitanandasafira1077,trending 1 woi,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@milakim3277,Ditungguin dimana munculnya dimana,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
@mualipukidschannel,Imajinatif,https://www.youtube.com/watch?v=FcMT6bA3oj4&pp=ygULU0hFSUxBIERBUkHSBwkJzQkBhyohjO8%3D,2025-06-26,65230,3185187
,Udah nonton film Sore guys? Gemana filmnya?,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@syifasulistia7805,Sheila kaya sedih pas di tanya ninggalin apa ditinggalin diem sejenak dan suara nya geter.. aku jdi langsung sedih juga,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@anggitasss,"perihal teknik dri filmnya gua setuju bgt. effect dri setiap scenenya dpt, sesuai dengan monolognyaa yg kadang dingin dan hangat. yg gua suka adalah, pemilihan wrna outfitnyaaaaaaa danggggg dapet bgt",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@sindrom2302,"8:44, sumpah itu qoutes paling gua suka di series SORE tahun 2017. pertama kali nntn series indo dengan konsep yang bagus, pemerannya pun bagus banget, dialog²nya sangat dramatis. bagi gua SORE itu Masterpiece untuk film indo genre romance.",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@lalalalani111,"Part Sheila ngomong beratnya kalo dia harus  ditinggal pergi duluan, suaranya geter nahan sedih 🥹",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@sherly0106,Sheila Dara si paling jago ngelempar wkwk,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@cimilllll,"kata gue kalian harus nnton ni film, gila banget asliiii",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@KYT4D-SITUS-G4C0R-G00GLE,Mau nge jokes sama siapapun boleh sama bapak ibu kakek yang penting senang tapi tau batasan candaan nya ya,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@nadilajuliyanti9517,kak rama lucuuuuu tapi bisa pura-pura ga liat prompt gaaa,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@metamorfosa7359,Perpaduan 4 orang ini wadidaw siii...,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@danangpamungkas1003,"Emg sheila ini udh ditakdirkan jadi pasangan vidi ya , sama"" pick me , tp pick me lucu gmna ya jelasinnya",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@ramadhana433,Sakit perut lucu banget woiii couple di film yg paling aku suka kalo udah akting bareng keren banget sih emang,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@skydust17,"Dari berbagai promo film sore yang uda aku tonton, INI YANG PALING SERU !!!",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@alfiarengganis3418,Dion benar-benar menjadi dion di jesedef,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@dedefauzi3469,"alur film nya agak mirip film Edge Of Tomorrow, tapi ini gila sih kereeen bgttt bener2 di buat penasaran ama usaha nya Sore bolak balik ke masa lalu dengan aktivitas yg sama, ending nya juga keren bgttt",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@sururyhayati6925,baru mau nonton... tp bacain komen pas sheila jawab sambil geter jd kepikiran gue.. lanjut jangan ini,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@ramadhana433,"Guyss kalian harus nonton film sore, aku udah nonton dan ketagihan pengen nonton lagii",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@auranzita,"YEAY sheila and dion, auto-click",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@zahrlmaa,Sheila tuh lucu bgt ya,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@annissakamilam,Asli seru sih filmnya,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@RinaIrawan-jf6yj,"Makasihh sudah bkin sheila trsnyum trus dsini, klian brtiga cwok"" bner"" ngtreat dia sbgai satu""nya cwek dsna..
Sheila dara the bessttt, smoga SORE  jadi film yg sukses, yg blm nnton jgn lpa nnton y guys",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@dwiyantin8479,"pertanyaannya sering kepanjangan dan susah dijawab jadinya kesian bintang tamunya hrs mikir banget, saran sih pertanyaannya bisa yg simple/ringan2 aja kayanya bakal lebih oke ditontonnya",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@widy-w4s,lucu lagi,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@aurelliamaharani967,pas nanya ninggalin sm ditinggalin nih kreatifnya mikir sampe ke personalnya sheila gaksih? wkwkkw,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@teresaemaa,33:00 depresif bet anjir pertanyaannya,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@KerjaanPindo,Ternyata Sheila dan Vidi sma² ga suka jokes bapak².,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@viviaryanti9248,Kak sheila kyk sedih bgt kasian itu....pas ditanyain ditinggal atau ninggalin,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@Cindy_Ayu28,Kocak bet sama tektokannya,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@AnySaputri-mw7mf,Nonton krna ada kak Sheila,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@icanur35,Ya Allah dion receh bgt bagian kepanjangan sore,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@niksalindri,Apresiasi untuk research team dari sesi ini!!!!,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@josef_dpureaL,Semoga dpt berkah,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@wardaaa3859,"iyaaa benullll banyak pertanyaan di web series yang terjawabb, dann time travel thingys nya lebuh ok",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@SuperDinZe,Kenapa dion wiyoko ganteng bgt dan keliatan lebih mudaan.. fresh.. dibanding saat di film sore ya,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@fatin8811,16:06 woy kalian mikir bgt ya sheila dion,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@dewisoff7093,Kocak banget pas bahas lagu gaze,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@khánMhvăn,Gua diGaru da-Hoki Gapake pola tetep aja jp juga,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@el_ellieson,55:07 anjjj lucu bet lagi,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@fatin8811,gokilll ni 4 orang,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@BarVotes,33:27 sedih amat nih,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@ChofifahDwi-x8b,keliatan banget pada nggak nyaman dengan pertanyaan di menit ± 33 tentang meninggalkan/ditinggalin.,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@dorothyg6373,Capek bgt ketawa,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@suciramona2667,"Bagian dion nari itu web series yg eps spesial yaa kalo gak salah, bisa kali yg film bikin short nya lah yaa yg spesial wkwkwk",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@aastudio2957,istilahnya jadi film spin-off,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@rikajulisetya3889,Filmnya rameeee bgttt,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@ainafatimah8227,56:01 mulessss,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@mochammadfaizal1201,Dari dulu suka kak marlon,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@AliAhmad-bk3ph,7:32 kok di spoiler sih,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@dwioktaviana8115,Ini yg bikin pertanyaan nya siapa dah. Curiga chatGPT,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@jojilova,43:30 kepencet emot wkwk,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@kiklopsfire6503,"tanpa mengurangi rasa hormat, bisa kali undang podcast seminggu atau wancoy",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@FebbyFebrianto-zx4fk,Gue PD kalo film ini ngewakilin Indo di Oscar,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@danang7514,54:55 WKWKWKWKWK,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@sintadmyt85,makin salfok dengan kumis lele marlooooo,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@Naell1898,"Volix benerin dong audionya, terlalu kecil nonton harus volum full",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@rapunzelien2365,Dari awal dengerin host di Menit 14.20 hadeuh sabun banget,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@trimidas5990,Seruuuuuu,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@kustiangumelar6725,"Acara yang paling enak sih ni volix, tapi entah ko yang nontonnya gak banyak... apa yang kurangnya sih kalian.",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@braverylovely6327,Ini host-nya capek sih.. wkwkwk tapi diakhir baru panas gitu kayaknya bintang tamu wkwkwk jadinya lucukk,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@Telmi-f8s,Wkwkwkwk sulit bangettt ya kaaak,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@athall19087,susah juga pertanyaannya,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@meld2316,"Kirain vibesnya sheila bakal kaya keisya, ternyata engga yaa.",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@alf.aruqi99,“kamu lagi prime2nya loh mas”,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@Sree_sofia,Gue tim ninggalin,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@olgayani3848,"ga bisa, ngakak bgt part sheila disuruh nyanyi  ada gitu orang yg kepikiran nyanyiin part gitarnya.",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@Trâm.Mạnh,"Lu gamau jp juga diGa Ru Da-Ho Ki, Gua mah udah",https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@zanezane9375,menit 33:00 pertanyaannya terlalu berat,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
@KhanhHuynhBach,yang udah pasti wd yaGa-Ruda-Hoki dong️,https://www.youtube.com/watch?v=L00kUCP1L54&pp=ygULU0hFSUxBIERBUkE%3D,2025-07-11,3685,182226
