tokens
"['om', 'ded', 'kaya', 'seneng', 'bangga', 'bgttt', 'lihat', 'mereka', 'bahagia', 'adem', 'ayem', 'apalagi', 'lihat', 'vidi', 'yang', 'bener', 'full', 'senyum', 'ceria', 'dan', 'dengan', 'bangganya', 'cerita', 'soal', 'sheila', 'lekas', 'sembuh', 'vidi', 'dan', 'semoga', 'till', 'janah', 'sama', 'sheila', 'aamiin']"
"['gila', 'sabtu', 'ini', 'gue', 'bahagia', 'banget', 'sheila', 'dtg', 'ke', 'podhub', 'dan', 'selucu', 'itu', 'dia', 'bahagia', 'bgt', 'pasti', 'kak', 'vidi']"
"['salut', 'sama', 'keterbukaan', 'dan', 'kejujuran', 'vidi', 'sheila', 'perjalanan', 'cinta', 'kalian', 'itu', 'bukti', 'nyata', 'kalau', 'jodoh', 'nggak', 'akan', 'kemana', 'terima', 'kasih', 'sudah', 'berbagi', 'cerita', 'yang', 'inspiratif', 'sukses', 'selalu', 'dalam', 'karir', 'dan', 'percintaan']"
"['ya', 'allah', 'beri', 'vidi', 'kesehatan', 'panjang', 'umur', 'krn', 'energy', 'nya', 'membahagiakan', 'banyak', 'org']"
"['dari', 'awal', 'cuma', 'mau', 'nonton', 'iseng', 'eh', 'malah', 'dapet', 'pelajaran', 'soal', 'sabar', 'cinta', 'dan', 'kehidupan', 'sehat', 'terus', 'ya', 'vidi', 'sheila', 'dan', 'om', 'deddy']"
"['baru', 'mulai', 'aja', 'udah', 'pecahh', 'makin', 'betah', 'sama', 'konten', 'nya']"
"['wait', 'akhirnyaaaaa']"
"['terharu', 'banget', 'waktu', 'denger', 'sheila', 'ngomong', 'kurangnya', 'vidi', 'cuma', 'bersinnya', 'doang', 'liat', 'deh', 'mata', 'vidi', 'itu', 'terharu', 'mau', 'nangis', 'dan', 'aku', 'jg', 'berasa', 'tuhan', 'berkati', 'kalian', 'ya', 'tuhan', 'panjangkan', 'umur', 'kalian', 'dan', 'aku', 'ngerti', 'banget', 'kenapa', 'vidi', 'relate', 'banget', 'dengan', 'film', 'sore']"
"['gila', 'sih', 'sheila', 'emang', 'bener2', 'paling', 'tau', 'banget', 'vidi', 'ya', 'tau', 'gimana', 'cara', 'nge', 'treat', 'dan', 'bikin', 'happy', 'si', 'vidi']"
"['sesuai', 'ekspektasi', 'banget', 'liat', 'sheila', 'berkeliaran', 'di', 'podcast', 'pasti', 'ada', 'di', 'podhub', 'dan', 'ya', 'finally', 'worth', 'to', 'wait', 'seruuuu']"
"['menjadi', 'vidi', 'gak', 'mudah', 'tentunya', 'dengan', 'cobaannya', 'tapi', 'menjadi', 'sheila', 'pun', 'gak', 'mudah', 'melihat', 'orang', 'yg', 'disayangnya', 'menghadapi', 'cobaan', 'itu', 'dibalut', 'rasa', 'cuek', 'tetapi', 'dia', 'yg', 'paling', 'besar', 'rasa', 'khawatirnya', 'bertahan', 'lebih', 'lama', 'ka', 'vidi', 'agar', 'ka', 'sheila', 'tak', 'kehilangan', 'senyum', 'bahagianya']"
"['punya', 'rumah', 'tangga', 'yang', 'kaya', 'vidi', 'sheila', 'tuh', 'seru', 'banget', 'berasa', 'kaya', 'besti', 'bgt', 'jadi', 'bebas', 'dari', 'munculnya', 'tanda2', 'hierarki', 'sama2', 'bertanggung', 'jawab', 'saling', 'support', 'saling', 'pengertian', 'langgeng', 'ya', 'kaliann']"
